"subject","comment","predicate","comment","object","comment","reference_version","target_version"
"http://data.europa.eu/a4g/ontology#Tender","","http://data.europa.eu/a4g/ontology#hasEstimatedUserConcessionRevenue","","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"http://www.w3.org/ns/org#Organization","","http://data.europa.eu/a4g/ontology#hasMainActivityType","","http://publications.europa.eu/resource/authority/main-activity","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#BuyerSignatorySide","","http://data.europa.eu/a4g/ontology#hasEstimatedBuyerConcessionRevenue","","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Buyer","","http://data.europa.eu/a4g/ontology#dependsOnBuyer","","http://data.europa.eu/a4g/ontology#Buyer","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#LotAwardOutcome","","http://data.europa.eu/a4g/ontology#hasLegalType","","http://publications.europa.eu/resource/authority/buyer-legal-type","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Document","","http://data.europa.eu/a4g/ontology#hasImplementingRegulation","","http://publications.europa.eu/resource/authority/implementation-regulation","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#IndefiniteDuration","","http://www.w3.org/2006/time#unitType","","http://www.w3.org/2006/time#TemporalUnit","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ChargeInformation","","http://data.europa.eu/a4g/ontology#isSubordinatedTo","","http://data.europa.eu/a4g/ontology#Contract","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ChargeInformation","","http://data.europa.eu/a4g/ontology#hasFixedAmount","","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","http://data.europa.eu/a4g/ontology#announcesLot","","http://data.europa.eu/a4g/ontology#Lot","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","http://data.europa.eu/a4g/ontology#announcesLotGroup","","http://data.europa.eu/a4g/ontology#LotGroup","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","http://data.europa.eu/a4g/ontology#announcesRole","","http://data.europa.eu/a4g/ontology#AgentInRole","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","http://data.europa.eu/a4g/ontology#announcesProcedure","","http://data.europa.eu/a4g/ontology#Procedure","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ContractModificationNotice","from epo:ContractModificationNotice","http://data.europa.eu/a4g/ontology#refersToContractToBeModified","","http://data.europa.eu/a4g/ontology#Contract","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#DirectAwardPrenotificationNotice","from epo:DirectAwardPrenotificationNotice","http://data.europa.eu/a4g/ontology#announcesProcedure","","http://data.europa.eu/a4g/ontology#Procedure","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#PlanningNotice","from epo:PlanningNotice","http://data.europa.eu/a4g/ontology#announcesPlannedProcurementPart","","http://data.europa.eu/a4g/ontology#PlannedProcurementPart","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesNonPublishedElement","","http://data.europa.eu/a4g/ontology#PublicationProvision","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#refersToRole","","http://data.europa.eu/a4g/ontology#AgentInRole","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesLotAwardOutcome","","http://data.europa.eu/a4g/ontology#LotAwardOutcome","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#refersToProcedureTerm","","http://data.europa.eu/a4g/ontology#ProcedureTerm","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#refersToLot","","http://data.europa.eu/a4g/ontology#Lot","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesRole","","http://data.europa.eu/a4g/ontology#AgentInRole","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#refersToReviewTerm","","http://data.europa.eu/a4g/ontology#ReviewTerm","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesTender","","http://data.europa.eu/a4g/ontology#Tender","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#refersToLotGroup","","http://data.europa.eu/a4g/ontology#LotGroup","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesContract","","http://data.europa.eu/a4g/ontology#Contract","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesNoticeAwardInformation","","http://data.europa.eu/a4g/ontology#NoticeAwardInformation","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ResultNotice","","http://data.europa.eu/a4g/ontology#announcesLotGroupAwardInformation","","http://data.europa.eu/a4g/ontology#LotGroupAwardInformation","","3.0.0","3.0.1"
